M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Service points won,Service,Receiver points won,Receiver,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Women,2025,27,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Indonesia,"Hong Kong, China",3,1,25,25,23,25,-,21,20,25,15,-,4,15 ,25,10,15,20,12,7,1,,12,2,43,57,7,5,15,27,1,1,22,24,4,1,10,15,30,2,46,0,0,51,51
Women,2025,28,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Australia,Iran,0,3,19,18,22,-,-,25,25,25,-,-,ALL,21 ,60,38,74,45,37,4,4,,37,10,38,85,4,17,16,37,4,13,43,60,22,5,37,64,16,12,44,0,1,77,78
Women,2025,28,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Australia,Iran,0,3,19,18,22,-,-,25,25,25,-,-,1,4 ,19,15,25,14,13,0,1,,13,4,15,32,0,5,5,10,1,2,16,19,7,1,14,22,7,8,20,0,0,27,27
Women,2025,28,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Australia,Iran,0,3,19,18,22,-,-,25,25,25,-,-,2,7 ,19,11,24,12,10,2,0,,10,3,12,25,2,6,5,13,0,7,12,19,7,3,10,20,5,2,13,0,0,25,25
Women,2025,28,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Australia,Iran,0,3,19,18,22,-,-,25,25,25,-,-,3,10 ,22,12,25,19,14,2,3,,14,3,11,28,2,6,6,14,3,4,15,22,8,1,13,22,4,2,11,0,1,25,26
Women,2025,28,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Iran,Australia,3,0,25,25,25,-,-,19,18,22,-,-,ALL,36 ,74,39,60,50,42,1,7,,42,10,38,90,1,11,11,23,7,8,59,74,20,3,23,46,31,8,62,0,0,82,82
Women,2025,28,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Iran,Australia,3,0,25,25,25,-,-,19,18,22,-,-,1,10 ,25,15,19,20,17,1,2,,17,3,13,33,1,5,6,12,2,2,21,25,6,0,10,16,16,1,21,0,0,29,29
Women,2025,28,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Iran,Australia,3,0,25,25,25,-,-,19,18,22,-,-,2,13 ,24,12,19,14,11,0,3,,11,4,13,28,0,3,2,5,3,4,17,24,5,0,7,12,10,2,19,0,0,27,27
Women,2025,28,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Iran,Australia,3,0,25,25,25,-,-,19,18,22,-,-,3,13 ,25,12,22,16,14,0,2,,14,3,12,29,0,3,3,6,2,2,21,25,9,3,6,18,5,5,22,0,0,26,26
Women,2025,29,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Vietnam,Kazakhstan,3,1,25,19,25,25,-,15,25,7,16,-,ALL,54 ,93,40,64,75,61,10,4,,61,16,54,131,10,18,24,52,4,3,86,93,14,4,43,61,60,7,94,0,1,127,128
Women,2025,29,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Vietnam,Kazakhstan,3,1,25,19,25,25,-,15,25,7,16,-,1,15 ,24,10,16,22,17,3,2,,17,4,14,35,3,5,7,15,2,0,22,24,4,0,11,15,17,4,26,0,0,35,35
Women,2025,29,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Vietnam,Kazakhstan,3,1,25,19,25,25,-,15,25,7,16,-,2,8 ,20,11,24,16,14,2,0,,14,6,14,34,2,5,5,12,0,2,18,20,3,2,18,23,12,2,23,0,0,34,34
Women,2025,29,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Vietnam,Kazakhstan,3,1,25,19,25,25,-,15,25,7,16,-,3,17 ,24,8,8,17,16,1,0,,16,0,15,31,1,4,4,9,0,1,23,24,5,0,3,8,16,1,24,0,0,29,29
Women,2025,29,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Vietnam,Kazakhstan,3,1,25,19,25,25,-,15,25,7,16,-,4,14 ,25,11,16,20,14,4,2,,14,6,11,31,4,4,8,16,2,0,23,25,2,2,11,15,15,0,21,0,1,29,30
Women,2025,29,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Kazakhstan,Vietnam,1,3,15,25,7,16,-,25,19,25,25,-,ALL,24 ,64,39,93,48,36,7,5,,36,25,70,131,7,22,26,55,5,2,57,64,32,2,54,88,27,16,69,0,0,122,122
Women,2025,29,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Kazakhstan,Vietnam,1,3,15,25,7,16,-,25,19,25,25,-,1,6 ,16,9,24,10,9,1,0,,9,5,19,33,1,8,7,16,0,1,15,16,9,0,13,22,7,3,15,0,0,33,33
Women,2025,29,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Kazakhstan,Vietnam,1,3,15,25,7,16,-,25,19,25,25,-,2,13 ,24,12,20,20,14,3,3,,14,4,16,34,3,3,7,13,3,0,21,24,5,0,13,18,9,3,17,0,0,29,29
Women,2025,29,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Kazakhstan,Vietnam,1,3,15,25,7,16,-,25,19,25,25,-,3,0 ,8,7,24,6,6,0,0,,6,9,15,30,0,4,5,9,0,0,8,8,11,0,12,23,5,6,21,0,0,28,28
Women,2025,29,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Kazakhstan,Vietnam,1,3,15,25,7,16,-,25,19,25,25,-,4,5 ,16,11,25,12,7,3,2,,7,7,20,34,3,7,7,17,2,1,13,16,7,2,16,25,6,4,16,0,0,32,32
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Philippines,Chinese Taipei,3,2,25,25,18,15,15,17,21,25,25,12,ALL,40 ,97,58,101,67,51,12,4,,51,14,100,165,12,31,43,86,4,10,84,98,45,3,45,93,53,17,110,0,3,154,157
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Philippines,Chinese Taipei,3,2,25,25,18,15,15,17,21,25,25,12,1,11 ,24,14,18,17,10,6,1,,10,4,21,35,6,4,10,20,1,3,21,25,10,1,6,17,11,4,25,0,0,33,33
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Philippines,Chinese Taipei,3,2,25,25,18,15,15,17,21,25,25,12,2,13 ,25,12,21,16,10,4,2,,10,3,17,30,4,6,6,16,2,4,18,24,9,1,9,19,10,2,14,0,0,26,26
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Philippines,Chinese Taipei,3,2,25,25,18,15,15,17,21,25,25,12,3,6 ,18,12,25,11,10,1,0,,10,3,19,32,1,8,5,14,0,2,17,19,12,1,9,22,9,5,23,0,2,31,33
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Philippines,Chinese Taipei,3,2,25,25,18,15,15,17,21,25,25,12,4,4 ,16,11,24,11,11,0,0,,11,3,28,42,0,10,11,21,0,0,15,15,11,0,12,23,11,4,25,0,0,38,38
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Philippines,Chinese Taipei,3,2,25,25,18,15,15,17,21,25,25,12,5,6 ,14,9,13,12,10,1,1,,10,1,15,26,1,3,11,15,1,1,13,15,3,0,9,12,12,2,23,0,1,26,27
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Chinese Taipei,Philippines,2,3,17,21,25,25,12,25,25,18,15,15,ALL,43 ,101,57,97,77,65,8,4,,65,31,96,192,8,22,41,71,4,6,90,100,46,5,37,88,78,10,128,0,2,182,184
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Chinese Taipei,Philippines,2,3,17,21,25,25,12,25,25,18,15,15,1,4 ,18,13,24,10,7,2,1,,7,12,22,41,2,4,10,16,1,0,16,17,10,1,11,22,16,1,25,0,0,40,40
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Chinese Taipei,Philippines,2,3,17,21,25,25,12,25,25,18,15,15,2,9 ,21,12,25,15,13,1,1,,13,8,13,34,1,7,7,15,1,3,18,22,12,3,5,20,14,0,17,0,0,33,33
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Chinese Taipei,Philippines,2,3,17,21,25,25,12,25,25,18,15,15,3,13 ,25,12,18,18,16,1,1,,16,5,15,36,1,2,10,13,1,2,21,24,9,0,8,17,13,3,24,0,1,34,35
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Chinese Taipei,Philippines,2,3,17,21,25,25,12,25,25,18,15,15,4,13 ,24,12,16,24,20,3,1,,20,2,24,46,3,4,6,13,1,1,23,25,5,0,10,15,22,2,37,0,1,42,43
Women,2025,30,2025/6/13,Semi_Finals,-,Hanoi,Vietnam,Chinese Taipei,Philippines,2,3,17,21,25,25,12,25,25,18,15,15,5,4 ,13,8,14,10,9,1,0,,9,4,22,35,1,5,8,14,0,0,12,12,10,1,3,14,13,4,25,0,0,33,33
Women,2025,31,2025/6/14,Final_9-10,-,Hanoi,Vietnam,India,Mongolia,3,1,25,21,25,25,-,23,25,18,20,-,ALL,44 ,95,52,87,62,49,12,1,,49,12,102,163,12,23,39,74,1,7,87,95,19,7,51,77,76,16,125,0,0,153,153
Women,2025,31,2025/6/14,Final_9-10,-,Hanoi,Vietnam,India,Mongolia,3,1,25,21,25,25,-,23,25,18,20,-,1,10 ,25,15,23,17,16,1,0,,16,2,24,42,1,9,8,18,0,1,24,25,1,4,16,21,24,2,30,0,0,40,40
Women,2025,31,2025/6/14,Final_9-10,-,Hanoi,Vietnam,India,Mongolia,3,1,25,21,25,25,-,23,25,18,20,-,2,7 ,21,14,25,13,12,1,0,,12,3,25,40,1,3,7,11,0,4,17,21,9,1,12,22,15,6,27,0,0,35,35
Women,2025,31,2025/6/14,Final_9-10,-,Hanoi,Vietnam,India,Mongolia,3,1,25,21,25,25,-,23,25,18,20,-,3,14 ,25,11,18,17,10,7,0,,10,3,23,36,7,6,12,25,0,2,23,25,5,1,8,14,13,3,30,0,0,34,34
Women,2025,31,2025/6/14,Final_9-10,-,Hanoi,Vietnam,India,Mongolia,3,1,25,21,25,25,-,23,25,18,20,-,4,13 ,24,12,21,15,11,3,1,,11,4,30,45,3,5,12,20,1,0,23,24,4,1,15,20,24,5,38,0,0,44,44
Women,2025,31,2025/6/14,Final_9-10,-,Hanoi,Vietnam,Mongolia,India,1,3,23,25,18,20,-,25,21,25,25,-,ALL,35 ,87,51,95,69,53,6,10,,53,30,109,192,6,22,26,54,10,7,70,87,37,1,50,88,66,15,130,0,3,177,180
Women,2025,31,2025/6/14,Final_9-10,-,Hanoi,Vietnam,Mongolia,India,1,3,23,25,18,20,-,25,21,25,25,-,1,8 ,23,15,25,18,12,2,4,,12,4,31,47,2,5,8,15,4,2,17,23,10,0,14,24,14,4,29,0,2,43,45
Women,2025,31,2025/6/14,Final_9-10,-,Hanoi,Vietnam,Mongolia,India,1,3,23,25,18,20,-,25,21,25,25,-,2,11 ,25,14,21,18,16,0,2,,16,4,19,39,0,6,3,9,2,2,21,25,8,0,9,17,16,4,30,0,0,36,36
Women,2025,31,2025/6/14,Final_9-10,-,Hanoi,Vietnam,Mongolia,India,1,3,23,25,18,20,-,25,21,25,25,-,3,7 ,18,11,25,15,11,2,2,,11,11,27,49,2,5,5,12,2,3,13,18,8,0,15,23,18,3,34,0,1,46,47
Women,2025,31,2025/6/14,Final_9-10,-,Hanoi,Vietnam,Mongolia,India,1,3,23,25,18,20,-,25,21,25,25,-,4,9 ,21,11,24,18,14,2,2,,14,11,32,57,2,6,10,18,2,0,19,21,11,1,12,24,18,4,37,0,0,52,52
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,"Hong Kong, China",Australia,2,3,25,21,25,23,8,18,25,23,25,15,ALL,44 ,102,58,106,71,59,4,8,,59,37,91,187,4,10,26,40,8,11,84,103,41,4,45,90,51,18,127,0,3,172,175
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,"Hong Kong, China",Australia,2,3,25,21,25,23,8,18,25,23,25,15,1,12 ,24,13,19,16,12,2,2,,12,7,18,37,2,0,8,10,2,2,21,25,7,0,7,14,11,6,31,0,1,34,35
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,"Hong Kong, China",Australia,2,3,25,21,25,23,8,18,25,23,25,15,2,8 ,22,13,24,15,13,1,1,,13,11,14,38,1,3,6,10,1,4,16,21,11,1,9,21,11,1,22,0,2,37,39
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,"Hong Kong, China",Australia,2,3,25,21,25,23,8,18,25,23,25,15,3,13 ,24,12,24,20,16,0,4,,16,10,16,42,0,1,4,5,4,2,19,25,9,2,11,22,9,2,25,0,0,38,38
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,"Hong Kong, China",Australia,2,3,25,21,25,23,8,18,25,23,25,15,4,7 ,24,16,24,14,12,1,1,,12,6,26,44,1,5,8,14,1,3,19,23,8,1,11,20,11,5,31,0,0,40,40
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,"Hong Kong, China",Australia,2,3,25,21,25,23,8,18,25,23,25,15,5,4 ,8,4,15,6,6,0,0,,6,3,17,26,0,1,0,1,0,0,9,9,6,0,7,13,9,4,18,0,0,23,23
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,Australia,"Hong Kong, China",3,2,18,25,23,25,15,25,21,25,23,8,ALL,48 ,106,58,102,78,49,24,5,,49,16,96,161,24,22,33,79,5,14,86,105,29,6,55,90,54,25,118,0,1,157,158
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,Australia,"Hong Kong, China",3,2,18,25,23,25,15,25,21,25,23,8,1,6 ,19,12,24,13,7,6,0,,7,5,23,35,6,3,10,19,0,4,14,18,5,2,16,23,10,6,25,0,1,33,34
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,Australia,"Hong Kong, China",3,2,18,25,23,25,15,25,21,25,23,8,2,11 ,24,14,22,15,7,7,1,,7,3,17,27,7,6,7,20,1,4,20,25,8,1,8,17,8,3,15,0,0,26,26
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,Australia,"Hong Kong, China",3,2,18,25,23,25,15,25,21,25,23,8,3,12 ,24,11,24,15,9,4,2,,9,4,18,31,4,6,5,15,2,1,20,23,4,3,15,22,9,8,24,0,0,31,31
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,Australia,"Hong Kong, China",3,2,18,25,23,25,15,25,21,25,23,8,4,8 ,24,17,24,21,15,5,1,,15,3,27,45,5,6,7,18,1,5,19,25,10,0,9,19,20,3,34,0,0,46,46
Women,2025,32,2025/6/14,Final_7-8,-,Hanoi,Vietnam,Australia,"Hong Kong, China",3,2,18,25,23,25,15,25,21,25,23,8,5,11 ,15,4,8,14,11,2,1,,11,1,11,23,2,1,4,7,1,0,13,14,2,0,7,9,7,5,20,0,0,21,21
Women,2025,33,2025/6/14,Final_5-6,-,Hanoi,Vietnam,Indonesia,Iran,3,1,25,25,23,25,-,17,15,25,20,-,ALL,46 ,97,52,78,63,53,6,4,,53,19,109,181,6,12,29,47,4,5,88,97,39,2,29,70,64,15,128,0,0,170,170
Women,2025,33,2025/6/14,Final_5-6,-,Hanoi,Vietnam,Indonesia,Iran,3,1,25,25,23,25,-,17,15,25,20,-,1,13 ,25,12,17,15,14,1,0,,14,5,20,39,1,2,8,11,0,1,23,24,7,1,6,14,17,2,28,0,0,36,36
Women,2025,33,2025/6/14,Final_5-6,-,Hanoi,Vietnam,Indonesia,Iran,3,1,25,25,23,25,-,17,15,25,20,-,2,11 ,24,14,16,16,13,2,1,,13,0,25,38,2,1,9,12,1,3,21,25,8,0,6,14,12,1,26,0,0,36,36
Women,2025,33,2025/6/14,Final_5-6,-,Hanoi,Vietnam,Indonesia,Iran,3,1,25,25,23,25,-,17,15,25,20,-,3,9 ,24,14,24,14,10,2,2,,10,7,33,50,2,5,7,14,2,1,20,23,13,1,9,23,19,7,37,0,0,49,49
Women,2025,33,2025/6/14,Final_5-6,-,Hanoi,Vietnam,Indonesia,Iran,3,1,25,25,23,25,-,17,15,25,20,-,4,13 ,24,12,21,18,16,1,1,,16,7,31,54,1,4,5,10,1,0,24,25,11,0,8,19,16,5,37,0,0,49,49
Women,2025,33,2025/6/14,Final_5-6,-,Hanoi,Vietnam,Iran,Indonesia,1,3,17,15,25,20,-,25,25,23,25,-,ALL,26 ,78,51,97,60,49,8,3,,49,31,96,176,8,25,42,75,3,7,68,78,24,4,64,92,72,9,116,0,1,166,167
Women,2025,33,2025/6/14,Final_5-6,-,Hanoi,Vietnam,Iran,Indonesia,1,3,17,15,25,20,-,25,25,23,25,-,1,5 ,17,12,25,13,9,2,2,,9,7,21,37,2,8,6,16,2,3,13,18,6,0,17,23,14,1,21,0,0,35,35
Women,2025,33,2025/6/14,Final_5-6,-,Hanoi,Vietnam,Iran,Indonesia,1,3,17,15,25,20,-,25,25,23,25,-,2,2 ,16,13,24,12,12,0,0,,12,10,21,43,0,5,15,20,0,1,14,15,3,1,18,22,18,4,30,0,0,41,41
Women,2025,33,2025/6/14,Final_5-6,-,Hanoi,Vietnam,Iran,Indonesia,1,3,17,15,25,20,-,25,25,23,25,-,3,10 ,24,15,24,18,15,2,1,,15,8,26,49,2,6,12,20,1,2,22,25,5,2,15,22,20,1,31,0,0,44,44
Women,2025,33,2025/6/14,Final_5-6,-,Hanoi,Vietnam,Iran,Indonesia,1,3,17,15,25,20,-,25,25,23,25,-,4,9 ,21,11,24,17,13,4,0,,13,6,28,47,4,6,9,19,0,1,19,20,10,1,14,25,20,3,34,0,1,46,47
Women,2025,34,2025/6/14,Final_3-4,-,Hanoi,Vietnam,Kazakhstan,Chinese Taipei,1,3,25,13,16,13,-,17,25,25,25,-,ALL,23 ,67,44,92,55,44,8,3,,44,22,78,144,8,21,25,54,3,6,59,68,32,6,48,86,37,16,89,0,0,140,140
Women,2025,34,2025/6/14,Final_3-4,-,Hanoi,Vietnam,Kazakhstan,Chinese Taipei,1,3,25,13,16,13,-,17,25,25,25,-,1,14 ,25,11,17,19,12,5,2,,12,4,14,30,5,3,5,13,2,2,20,24,6,1,8,15,10,3,22,0,0,31,31
Women,2025,34,2025/6/14,Final_3-4,-,Hanoi,Vietnam,Kazakhstan,Chinese Taipei,1,3,25,13,16,13,-,17,25,25,25,-,2,2 ,13,11,25,10,8,2,0,,8,3,24,35,2,6,7,15,0,1,13,14,7,1,15,23,7,7,22,0,0,34,34
Women,2025,34,2025/6/14,Final_3-4,-,Hanoi,Vietnam,Kazakhstan,Chinese Taipei,1,3,25,13,16,13,-,17,25,25,25,-,3,3 ,17,13,24,14,14,0,0,,14,8,15,37,0,6,5,11,0,2,14,16,12,2,11,25,8,2,18,0,0,34,34
Women,2025,34,2025/6/14,Final_3-4,-,Hanoi,Vietnam,Kazakhstan,Chinese Taipei,1,3,25,13,16,13,-,17,25,25,25,-,4,4 ,12,9,26,12,10,1,1,,10,7,25,42,1,6,8,15,1,1,12,14,7,2,14,23,12,4,27,0,0,41,41
Women,2025,34,2025/6/14,Final_3-4,-,Hanoi,Vietnam,Chinese Taipei,Kazakhstan,3,1,17,25,25,25,-,25,13,16,13,-,ALL,48 ,92,44,67,73,56,10,7,,56,14,66,136,10,14,30,54,7,4,80,91,29,4,29,62,59,14,99,0,0,128,128
Women,2025,34,2025/6/14,Final_3-4,-,Hanoi,Vietnam,Chinese Taipei,Kazakhstan,3,1,17,25,25,25,-,25,13,16,13,-,1,6 ,17,11,25,12,10,1,1,,10,6,19,35,1,4,6,11,1,3,14,18,9,3,10,22,12,3,19,0,0,32,32
Women,2025,34,2025/6/14,Final_3-4,-,Hanoi,Vietnam,Chinese Taipei,Kazakhstan,3,1,17,25,25,25,-,25,13,16,13,-,2,14 ,25,11,13,23,20,2,1,,20,4,12,36,2,2,9,13,1,1,22,24,5,0,8,13,17,4,32,0,0,34,34
Women,2025,34,2025/6/14,Final_3-4,-,Hanoi,Vietnam,Chinese Taipei,Kazakhstan,3,1,17,25,25,25,-,25,13,16,13,-,3,11 ,24,14,17,18,13,3,2,,13,2,14,29,3,5,6,14,2,0,23,25,7,0,7,14,11,5,21,0,0,28,28
Women,2025,34,2025/6/14,Final_3-4,-,Hanoi,Vietnam,Chinese Taipei,Kazakhstan,3,1,17,25,25,25,-,25,13,16,13,-,4,17 ,26,8,12,20,13,4,3,,13,2,21,36,4,3,9,16,3,0,21,24,8,1,4,13,19,2,27,0,0,34,34
Women,2025,35,2025/6/14,Final_1-2,-,Hanoi,Vietnam,Vietnam,Philippines,3,0,25,25,25,-,-,15,17,14,-,-,ALL,42 ,74,33,47,65,49,9,7,,49,16,36,101,9,8,24,41,7,2,64,73,18,0,28,46,31,11,73,0,0,89,89
Women,2025,35,2025/6/14,Final_1-2,-,Hanoi,Vietnam,Vietnam,Philippines,3,0,25,25,25,-,-,15,17,14,-,-,1,15 ,25,10,15,24,17,5,2,,17,6,11,34,5,3,9,17,2,0,22,24,9,0,7,16,10,4,23,0,0,28,28
Women,2025,35,2025/6/14,Final_1-2,-,Hanoi,Vietnam,Vietnam,Philippines,3,0,25,25,25,-,-,15,17,14,-,-,2,13 ,24,12,18,22,14,4,4,,14,8,14,36,4,2,9,15,4,1,20,25,5,0,11,16,11,3,29,0,0,34,34
Women,2025,35,2025/6/14,Final_1-2,-,Hanoi,Vietnam,Vietnam,Philippines,3,0,25,25,25,-,-,15,17,14,-,-,3,14 ,25,11,14,19,18,0,1,,18,2,11,31,0,3,6,9,1,1,22,24,4,0,10,14,10,4,21,0,0,27,27
Women,2025,35,2025/6/14,Final_1-2,-,Hanoi,Vietnam,Philippines,Vietnam,0,3,15,17,14,-,-,25,25,25,-,-,ALL,14 ,47,32,74,33,27,6,0,,27,17,58,102,6,14,11,31,0,2,46,48,27,4,37,68,24,12,59,0,0,94,94
Women,2025,35,2025/6/14,Final_1-2,-,Hanoi,Vietnam,Philippines,Vietnam,0,3,15,17,14,-,-,25,25,25,-,-,1,5 ,15,10,25,11,8,3,0,,8,6,19,33,3,7,2,12,0,0,16,16,6,1,16,23,8,5,21,0,0,32,32
Women,2025,35,2025/6/14,Final_1-2,-,Hanoi,Vietnam,Philippines,Vietnam,0,3,15,17,14,-,-,25,25,25,-,-,2,6 ,18,11,24,11,8,3,0,,8,6,23,37,3,3,6,12,0,1,16,17,8,2,12,22,7,2,20,0,0,30,30
Women,2025,35,2025/6/14,Final_1-2,-,Hanoi,Vietnam,Philippines,Vietnam,0,3,15,17,14,-,-,25,25,25,-,-,3,3 ,14,11,25,11,11,0,0,,11,5,16,32,0,4,3,7,0,1,14,15,13,1,9,23,9,5,18,0,0,32,32
